name,ts,flux,flux_err,eflux,eflux_err,spectrum_type,ra,dec,spec_ExpfactorS_value,spec_ExpfactorS_error,spec_IndexS_value,spec_IndexS_error,spec_Index2_value,spec_Index2_error,spec_Prefactor_value,spec_Prefactor_error,spec_Scale_value,spec_Scale_error,lc_n_bins,lc_n_detected,lc_mean_flux,lc_std_flux,lc_variability_index,lc_skewness,lc_kurtosis,lc_fractional_rms
4FGL J2253.9+1609,24215.968344992783,7.202164251890832e-07,1.0900028901641696e-08,0.00021567712665401258,3.1919389031906164e-06,PLSuperExpCutoff4,343.4963073730469,16.15060043334961,1.9238669040872534,0.21877244398675408,2.4668436639320657,0.015564941109462358,0.36940839886665344,,0.5881443174991082,0.010627052608310976,891.9072265625,,14,14,7.457038642089631e-07,5.332646824344899e-07,0.7151158898716088,0.0,0.0,0.6891029141110727
