name,ts,flux,flux_err,eflux,eflux_err,flux_ul95,spectrum_type,ra,dec
4FGL J2253.9+1609,24215.968344992783,7.202164251890832e-07,1.0900028901641696e-08,0.00021567712665401258,3.1919389031906164e-06,7.325630168551621e-07,PLSuperExpCutoff4,343.4963073730469,16.15060043334961
